id,value,category
200,1.0225241690644877,A
201,3.067527866806018,A
202,0.491343179403357,B
203,1.4866275749242277,C
204,-2.036664697918824,C
205,0.06669667081249722,A
206,-0.6720938275792587,B
207,-0.762598433360889,A
208,1.1055572868617225,B
209,0.9088198432337653,C
210,0.3216593110846733,B
211,0.4324636526015419,A
212,1.4289303707233938,A
213,-2.4989955433439546,C
214,-1.2161625208690432,C
215,-0.1436424217010277,C
216,0.8371148095944914,B
217,1.3406999555623904,B
218,1.4180648522352073,A
219,-0.1600469833918526,A
220,0.028737960234405512,C
221,-0.669144120011858,A
222,-0.933578563381092,B
223,-0.13460724054818066,A
224,-1.013696371473831,C
225,-0.8187258178336746,C
226,1.2298187072106768,C
227,-0.034151700704302776,B
228,-0.23418558857161215,A
229,0.7882354448080113,B
230,0.6287401723908912,C
231,-0.147472052854898,B
232,-0.6763068695985764,C
233,-1.570016373056675,A
234,1.4490801225726928,C
235,-0.2162346981685523,C
236,-0.8119810438651253,A
237,0.8604201746042378,C
238,0.20824780016601693,C
239,0.40737392202352224,C
240,-0.3301474456201749,B
241,0.9755117131111317,B
242,-0.994285560337232,A
243,-1.1333507030492473,B
244,-0.25195403561455454,C
245,-0.7848637527730118,B
246,-1.3790452308086254,A
247,-1.3456118287234689,B
248,-1.3036363010111918,C
249,-1.0866580759688047,C
250,-0.7217862868886756,A
251,-0.9992578935105523,B
252,-1.0893767461142125,C
253,1.2389233679179303,A
254,0.554870621307949,C
255,1.8366040300885842,B
256,0.8555372212260559,C
257,0.6564373847435184,A
258,0.7784853727063383,C
259,0.17737867360586632,A
260,1.084009963810404,C
261,0.5740575338938577,A
262,-0.6986747316957257,A
263,-1.049880992977154,C
264,-0.7961150710040608,A
265,-1.185612160375456,B
266,0.007877903952789176,A
267,-0.5542575783034458,C
268,-0.9738314017122028,A
269,0.9840149182703936,B
270,0.8054401045778199,B
271,-0.43006880695412864,B
272,1.0285008656059798,C
273,-0.5098725548437376,C
274,0.01171634642162522,A
275,0.8121455154601737,C
276,0.05488763861265581,A
277,0.004160154439450748,A
278,0.12210551069001367,A
279,-1.7887891830206155,C
280,-0.7856117663183886,A
281,-1.4110431681549525,A
282,-0.5852614472343879,B
283,0.4339414540609841,A
284,-0.31682659304626853,C
285,0.15329411829755737,B
286,-0.6697254212404447,C
287,-1.1322802246127073,A
288,-1.0835956212634565,A
289,0.967389049245703,A
290,0.4010752932852518,C
291,-1.021127512555698,C
292,-1.4730337055115976,C
293,0.24251316463281614,A
294,0.5918544549302496,A
295,0.07411842247355732,B
296,-0.5839666305098271,B
297,-2.699871436220266,B
298,0.9861233589014822,A
299,0.415792107426745,C
300,-0.17349624460366866,C
301,0.4099388556998866,C
302,0.32696951159323584,B
303,-1.0239105285676002,B
304,0.2966261524335771,C
305,0.31361541671048926,C
306,0.6124378694926768,C
307,-1.3446027967994265,A
308,1.1834199751940286,C
309,0.6417893585493358,A
310,-0.0007149622644826093,A
311,-0.5976132857044072,B
312,-0.31265911290937837,B
313,0.5725936260390249,C
314,-0.22050548284689944,A
315,0.5509771365872679,A
316,1.1754226538563581,C
317,0.7206360996914231,C
318,-0.7058126709704554,B
319,-1.4424099239098018,A
320,0.9472529346587392,B
321,1.4864937525116482,C
322,-1.2933708350757411,A
323,1.1707104397967292,C
324,0.5874951459624046,C
325,0.3887455972187547,A
326,0.5619715236812496,C
327,-1.5578856764064033,B
328,0.7601489086494174,A
329,-0.4087080449799821,C
330,-0.5093556015094706,C
331,-0.7168457186420952,B
332,0.17256380408567729,C
333,-0.0330984123931838,B
334,-2.034692209657595,B
335,-0.46499927131622915,A
336,0.13594725511823536,A
337,-0.41586326451648853,B
338,-2.233769698150658,B
339,-0.7848058643171119,A
340,0.5978030817066504,B
341,-0.061588686266414006,B
342,0.5917698107981613,B
343,1.1802986720173136,A
344,-0.06597745503652379,A
345,2.4943545458234007,C
346,1.2724989838291796,B
347,-0.3556690020622661,A
348,-0.265776791440548,A
349,-1.2447695163330554,C
350,-1.2166231828309033,A
351,-0.5720994138432797,C
352,-0.25229364319196457,C
353,0.7068577834300056,B
354,0.3723450323727533,C
355,-0.5155303379821532,C
356,0.5005037406852821,B
357,-0.46535974618581,C
358,0.8868632224627967,C
359,0.6961119673805374,B
360,0.059249355496640656,C
361,-1.5056652989751453,A
362,0.36568991881211554,B
363,0.040425975102999744,C
364,0.08262475819827071,C
365,-1.4701061974975713,B
366,0.38083180092785107,C
367,-2.1663456995695514,C
368,-0.9952226896642198,C
369,-1.1741156070786558,B
370,-0.6789721380352124,B
371,-0.7190750240183252,B
372,0.6334150948941308,C
373,2.5174260315006753,A
374,-0.09151008194291868,C
375,-0.25465831481600165,C
376,-0.2507814638562169,A
377,0.21158285676369015,C
378,-0.03188546428435447,B
379,0.004866618643080014,C
380,1.328960340933982,C
381,-1.6965427674974227,C
382,-0.6121814706514405,C
383,-0.45293463017318225,A
384,0.7013932552036205,C
385,0.4010479973129651,C
386,-1.3282070281484233,B
387,0.22389828612667234,B
388,-2.2662123037307365,A
389,-0.289953469660752,C
390,0.6103894996740437,A
391,-0.08442861887435106,A
392,-0.47998750749528785,B
393,2.0272745872579883,C
394,0.9598399419253921,A
395,-1.1296813265781571,C
396,0.1438874728235442,B
397,0.7040774623421577,A
398,0.15802299950175935,C
399,-1.1610375450479535,A
400,0.0600754248862098,B
401,-1.025181676553496,C
402,0.7434512795251702,B
403,0.31396532801592053,A
404,-2.040631352804223,A
405,0.5646092060031631,B
406,-1.671070479640676,A
407,-0.9382645980955057,C
408,-0.010516624276576375,C
409,0.13496229745784816,C
410,0.7218219535412871,B
411,-0.8647651253908656,B
412,0.20167060059280406,B
413,0.5310751751742874,A
414,-0.8370140915260275,C
415,-0.1535804288869395,B
416,1.089191729176096,A
417,0.20798203795780185,A
418,-0.7300692760697808,A
419,0.6134769827743909,C
420,0.3728395986108319,C
421,1.0577530512508881,B
422,-0.6038434300441069,A
423,-1.2669768539845871,C
424,-2.13096545332229,B
425,1.8325379668373134,B
426,1.0471928186857156,C
427,-1.2776409198075285,C
428,-0.13528282886129797,A
429,0.5473279606179591,B
430,0.8015520412747492,B
431,0.9509613948560321,C
432,-0.6151154072129296,A
433,-0.7903983005564287,C
434,-0.11751595944329161,C
435,0.7197747467649991,B
436,2.4064764313780223,B
437,0.5852917259987184,C
438,0.5029047814249993,A
439,1.1450771714475256,A
440,-2.9246593156132668,B
441,0.10976537283177644,A
442,-0.47806247150844294,C
443,0.01582933613306783,C
444,1.3893462522770148,C
445,1.2770441975993587,B
446,0.3689231822908342,A
447,0.5856208963346099,A
448,1.182931164716608,B
449,-0.19658198024290763,B
450,0.2665646621830456,A
451,0.49551192229485336,A
452,-0.9940578161028111,C
453,-1.549354963306509,A
454,-0.11791159505429506,A
455,-0.5456343726652564,A
456,1.1231021673572688,B
457,-1.919293582087592,A
458,0.38594942648063807,B
459,-0.8509662620304406,B
460,0.39998954732539055,B
461,-0.31564612435469747,C
462,0.7529286861224405,A
463,0.7957496856351235,B
464,-0.23343651489152228,B
465,0.8509458426365965,A
466,1.6039706552398065,A
467,-0.01645128687821863,C
468,-0.7057594325125464,A
469,-1.4445040705647114,C
470,2.9575650558914353,A
471,-1.1721319063595141,C
472,1.0105829781372972,C
473,-0.7526609511358641,B
474,-0.41388992280622555,B
475,1.0211637307422807,B
476,0.9006061537689087,C
477,1.2942347888719627,C
478,-0.8057282708826631,A
479,-0.16901705394131994,C
480,0.43487633353808525,A
481,0.40681095394100353,A
482,0.3567209016324604,A
483,-1.6936459930668597,B
484,-0.7023189324845256,C
485,-0.3847169009891127,B
486,-1.18383719171954,B
487,1.0745188967788064,B
488,0.66390602641088,B
489,-0.27159596161358135,C
490,-0.45455066746392825,C
491,-1.9935749640133382,C
492,-0.03327236776373328,B
493,-0.25157572486818297,B
494,1.7828127294476406,C
495,-0.5618391130235827,B
496,-0.6766340166490891,A
497,-0.9425513923748295,B
498,0.14329769487764826,B
499,0.6472525553167665,C
500,-0.8248450382622154,C
501,1.941596001262237,A
502,0.611058874003542,A
503,-0.18081611823671434,A
504,-1.406561947083329,C
505,1.7636107701376722,B
506,1.6312365149868817,B
507,-0.609151768063663,B
508,0.17888100186026945,A
509,-1.2880841018390692,C
510,1.137940438384156,A
511,-1.2701035077570642,B
512,1.6331092302319188,A
513,-0.6352750511542371,B
514,-0.2053470273194127,B
515,0.0924630726715118,C
516,1.1367106520640755,C
517,-0.28652070905800037,A
518,0.4651754165573077,C
519,-1.44336814752818,B
520,0.009980334016339534,B
521,0.2565322295862301,C
522,1.3255375553767488,C
523,0.06031840148279562,B
524,-1.1266538289596242,B
525,-0.6567884355488587,B
526,0.5167767168416227,A
527,-1.1941481159870755,A
528,1.3047534389531321,C
529,-0.5535202283150593,A
530,-0.1001975283514284,A
531,1.2325184004803968,B
532,0.084373609696066,A
533,1.2679210097178035,B
534,-0.3576091846056934,C
535,-0.05722060311316775,A
536,-0.8841789925810858,A
537,0.8324422905326062,C
538,-0.6659676320957307,C
539,1.135250301903722,B
540,0.36397302981956364,C
541,-0.5646439615345387,C
542,0.565265140222259,A
543,0.8460545418129194,A
544,-0.0991699678237864,B
545,1.2239822721969331,B
546,-0.47412893929009675,B
547,0.48289155334597855,C
548,-0.03412256048544277,B
549,-1.8619063859882488,C
550,0.42989026881109,C
551,0.1849113034628178,C
552,1.198477147853432,A
553,1.3279114843432194,B
554,-0.5167238978058111,C
555,-1.4190142583830003,A
556,-0.8528370040774594,B
557,0.18554808899700548,C
558,0.9695276130347442,B
559,-0.6455402675564939,C
560,1.7414119956682679,B
561,0.27913188895174734,A
562,-0.34457728778903957,A
563,-0.4595790969025314,A
564,-0.9953256336499048,A
565,-0.1669680141680155,A
566,-0.9738105411347115,B
567,0.4004157501077539,C
568,-1.9316929056425527,B
569,-1.0834730657940348,C
570,0.5902976375349133,A
571,0.44390915984758356,B
572,-0.9964890494906031,C
573,-0.3883170990047494,B
574,-0.2634755404387521,A
575,-0.8917155316397661,C
576,-0.6264335672558142,A
577,1.9648480780563309,A
578,-1.5926069312118392,A
579,0.40504505100070565,C
580,-0.6195718927348116,C
581,-0.5934177816320058,A
582,-0.06788193696162764,A
583,-0.9986099672308476,C
584,2.2969515333065864,B
585,2.8151411791356415,C
586,0.9509105746891928,A
587,0.33591206105972027,B
588,0.8520693607185919,A
589,1.7620265139770475,C
590,0.370774215665474,B
591,-1.9495844491824446,A
592,1.7050205314882736,C
593,0.6361874105133594,B
594,-1.2053562676585146,A
595,-1.4615066295076449,A
596,1.099677537892222,A
597,-1.1267200081917113,C
598,-0.4217335397375899,B
599,0.010265012338630019,A
600,0.2940398899589758,C
601,-0.5016559447857426,A
602,0.2071284827916255,C
603,-0.28854959531768604,A
604,-1.1809649980924106,A
605,1.138292362851012,C
606,0.5136757911642721,C
607,-0.477134731414962,C
608,1.7136044004360012,B
609,0.7128417177347806,B
610,-2.1453640343945617,A
611,-1.9500352172873217,B
612,1.5132361867529345,C
613,-0.8822548013912251,C
614,-0.6725299225722902,C
615,0.11138697858686694,A
616,1.3731347464423582,B
617,0.6761538716334857,A
618,-0.19020325336362562,C
619,0.9574191701435353,B
620,-0.17613990627273918,C
621,0.29003787455463775,B
622,-0.5876179177077651,B
623,-0.6783382680805946,C
624,1.4408185400008364,C
625,-1.0957241469643861,C
626,0.16964445678672385,C
627,-1.06264192538053,A
628,0.12481405435063259,C
629,0.29122965633437237,C
630,0.8087051423664666,B
631,0.09419413253848494,B
632,-0.35694817293481895,A
633,0.2790934218432423,C
634,-0.2539228710430491,B
635,-0.21070539959593446,B
636,-0.4995368049237334,C
637,-0.49172260483574715,C
638,-0.5961613816032036,A
639,0.5673130856957118,B
640,0.5949964279071377,A
641,0.16222002580328904,B
642,-0.5699298498238069,C
643,-0.6934724754502599,B
644,0.620604036360102,B
645,0.3434205354655164,C
646,0.9023527314174975,B
647,-0.20509978469111348,B
648,0.8125698530301911,C
649,0.293738085428078,B
650,2.0858413163695535,A
651,0.8252641893407777,B
652,-1.265307696244965,A
653,-0.24820458265762535,A
654,-0.4493983961026065,C
655,-0.7486799423243808,A
656,-1.4980728435509543,B
657,0.3180671640009624,B
658,-0.45875770374335645,C
659,1.184679805956915,B
660,1.1629158247239517,A
661,-1.3284417448938393,B
662,0.30248819058104015,B
663,-0.7551711355378595,A
664,1.3131708050621875,B
665,-0.037263018343549094,A
666,-2.8041229205255487,A
667,2.3672720632191067,A
668,0.5908097720554542,A
669,-0.5807948202521204,C
670,-0.7358243923980774,B
671,-0.41624069645029765,B
672,-0.5412546270139682,A
673,0.5858645760342208,C
674,0.5001861294878547,A
675,-0.6554966335868707,A
676,-0.45688737166229937,A
677,-0.03230166846870732,B
678,0.9190917002807386,A
679,0.2053028704873472,B
680,-1.8747222363570712,B
681,0.4621175206816444,C
682,1.905724304066497,C
683,0.33586294841230674,A
684,-1.9442824479042653,A
685,-0.3372432229453689,B
686,0.426659271523951,B
687,0.5927241950535044,B
688,-0.02311608209561035,B
689,0.20600373596415172,A
690,-0.06392430782534379,B
691,0.11177550224042389,B
692,0.042548380904135506,C
693,0.50935544672814,B
694,-0.01910093745721437,B
695,0.7962603159085773,B
696,-0.9221395879572877,B
697,-0.5415299806669013,B
698,-0.03338080243092831,B
699,-0.5152812549315213,B
700,-0.8189347811762763,B
701,0.22133259197715371,A
702,-0.8520842202196848,B
703,1.1171157437323382,A
704,1.5342838196027513,C
705,1.712562939562458,B
706,1.0666871125330712,B
707,-0.5879137191375812,C
708,-0.4741245944256314,C
709,-0.7920302670894065,A
710,1.3418234996705325,B
711,-0.5814978016328315,B
712,-1.3464234232477348,B
713,-1.5242774100370862,A
714,1.0714338750683425,A
715,0.8696816867553633,B
716,-1.8642006702037315,A
717,0.5520979349757715,A
718,-1.1543118410588336,B
719,-0.23400533608230611,A
720,0.6411268890153697,C
721,0.40418019832091207,B
722,0.5138754036839926,A
723,1.335368476398423,C
724,0.40981542281560623,C
725,-0.4161012044088282,B
726,0.0961596324018754,B
727,0.19032071471689668,C
728,0.6323224572708911,B
729,1.6527746291134464,B
730,-1.7305898353144324,B
731,2.5099066847963742,A
732,-1.0682692647779783,A
733,1.6109276656138727,B
734,-1.949374231473254,C
735,0.9679945582152348,B
736,-0.5078760703481168,B
737,-1.0905106216526923,B
738,-1.2478306122099145,C
739,0.5263716894409147,A
740,1.7331666132879981,A
741,-1.7498554438007459,C
742,-0.34706272287138,A
743,0.6762823119341232,C
744,-0.06365638968003078,B
745,1.6352888810692008,A
746,-1.1141501648055232,C
747,-1.3033098430310848,A
748,-0.6120236160704243,A
749,0.0005993228015261933,A
750,-0.6869467303912216,C
751,-0.782520594528481,B
752,-1.2289010822767388,B
753,-0.30865175193105565,A
754,1.365899572538952,C
755,1.5471370719939763,C
756,-2.262843474390522,A
757,0.9279035998667198,A
758,-0.3837100791826854,C
759,-0.2813778951810133,A
760,0.11930749108927927,A
761,0.20529195062335193,A
762,-1.952205704087002,B
763,-1.7174149154803495,C
764,0.5811202214235088,C
765,1.3963595235087258,C
766,-0.2019173172610671,A
767,-0.8285097219355863,C
768,-0.3766043947987996,B
769,-1.4494417336052616,A
770,-0.7373577140221186,C
771,0.46084507186231516,B
772,-0.8838718291060395,B
773,-2.282160487947043,B
774,0.10497397051732325,B
775,0.01811374732501395,C
776,1.1668692483740533,A
777,-0.6141101877534346,A
778,-0.6424238437358245,C
779,0.5481757072132505,C
780,2.3231014495785702,B
781,-0.7419972599614391,A
782,-0.373485045864145,B
783,-0.3630320020671869,A
784,-0.8648423940309933,B
785,-1.1011148870265945,C
786,-0.33796538829778305,B
787,0.7179887958415146,A
788,-0.7168182858380953,C
789,0.06410309002847756,A
790,-0.9167680641190233,C
791,2.3519882997460386,C
792,-0.6774001906066639,A
793,-0.002042516361282284,A
794,0.7213058330220073,A
795,0.5440774915106048,B
796,1.000439754677759,C
797,-1.4151706291403738,C
798,0.7374528261430245,A
799,-1.2248899568952751,A
800,-0.10976937314154533,B
801,0.5180778971277986,B
802,0.33889183693832087,C
803,1.6259920165419692,B
804,-0.012927698807080662,B
805,-0.7356351034933116,A
806,0.7727046383104789,A
807,0.5741737652389776,C
808,-1.1924594956808332,B
809,-0.2742219729542223,A
810,0.7524300567537595,B
811,1.4191781362794467,B
812,-0.7826252278691077,B
813,-3.0112457102222088,A
814,-0.7330814670477449,C
815,1.5395968546209424,A
816,-1.0046819794654074,A
817,-0.06961789868245614,C
818,1.484706271367647,C
819,1.5828950753396556,A
820,0.19598432300197835,B
821,-0.9205585846547355,B
822,0.45986648151435494,A
823,-0.22058428167768543,A
824,-0.29929724329369073,A
825,1.1214575191094132,B
826,0.014763235971386639,A
827,1.3558235210472689,A
828,0.14989978577105098,B
829,-0.36201326487290847,B
830,1.0107121493629612,C
831,1.275658034943784,A
832,-0.007241186105299611,B
833,0.7216340903012546,A
834,0.7088569799622182,B
835,0.8471634772934361,C
836,-0.6837287162195805,A
837,-1.9166977103944447,B
838,-1.1916458450961047,C
839,0.09577057733638134,B
840,0.6640879316190365,B
841,-1.5347159068071476,A
842,0.5236387508022033,B
843,-0.024317561006881525,B
844,0.4322574315003355,B
845,0.06722650078130928,B
846,1.3114284874398952,C
847,0.5712650731892639,A
848,-0.07529387733227667,C
849,-0.7961397563896295,A
850,0.36192391742721064,C
851,0.11781557815219154,B
852,-0.189357283054452,A
853,-1.532827723647114,A
854,1.2215903457890767,B
855,-2.081748472206413,A
856,-0.2938601685498674,C
857,-0.8790742903467653,C
858,-0.5845558308994065,C
859,-0.32780572055863916,C
860,-0.3359999758751626,A
861,-0.5124668094033478,B
862,0.10415215433026133,A
863,-0.30777198117584204,C
864,-0.9368756849404537,A
865,0.5797919520148128,A
866,-0.6267130844964383,C
867,0.193840065133426,A
868,-0.2623665768949422,C
869,-0.9293288745213208,B
870,-0.5966665858463438,B
871,0.6400067924840179,C
872,-2.0314526192381974,C
873,-1.7306791254943077,B
874,-1.8478528616960355,A
875,-0.4103676025961081,C
876,-1.4782279312593245,B
877,-0.08104151128526563,B
878,-0.17105704432950725,B
879,0.021200180257645446,A
880,1.1535637895726474,C
881,0.029256148333529082,A
882,1.871238454811943,C
883,-0.7554018983624273,B
884,-0.5147744333202066,C
885,0.16961818937652332,A
886,0.12693705650411394,B
887,2.1826162428312097,B
888,0.966293189241028,A
889,1.7349354686749108,A
890,0.042400043405823,C
891,1.0928739125394618,C
892,-0.9010311404808109,A
893,1.032999399796533,A
894,-1.9479463570527382,A
895,-0.2933364695265378,A
896,1.0209497385758872,C
897,0.5717926916707167,B
898,0.34101912159399955,B
899,-1.3657980768679998,B
900,1.6589998303622553,A
901,-0.2729245024942555,C
902,0.631823615437507,A
903,1.4317117619460518,B
904,1.6055387740500762,B
905,-0.40650154555013845,B
906,-0.9952716485963482,A
907,0.2528439322332198,A
908,0.15150464280473439,A
909,-0.7155706236661316,C
910,0.24740210870524126,C
911,-1.2341579775942098,C
912,0.4780399231487842,A
913,0.03526442598382877,B
914,0.3493639143065444,B
915,-0.9879708521728153,C
916,-1.5997609777869441,A
917,-0.4239510716003664,C
918,-0.6950992919776453,A
919,-0.5879800059664112,C
920,-1.2389193509460072,C
921,0.41317852746088485,B
922,-1.5856368877218807,A
923,-0.8291418172654436,B
924,-0.3586171686333075,C
925,-2.798574815854128,A
926,-0.047357252341618604,A
927,-0.13197312996110994,A
928,-0.06803582635205024,B
929,-0.0827537632458792,B
930,-1.3676603582347746,A
931,0.28288487995007505,A
932,0.7052290684586259,A
933,0.4983770277390752,A
934,1.9683053737359586,B
935,-1.2232577890988934,B
936,-1.5734644474484518,C
937,-0.3048751056565154,A
938,-0.2905066410799857,C
939,0.5190842293870995,A
940,1.5934671425460227,A
941,-2.0906512336840644,B
942,-0.015570470096088113,C
943,-0.8773552826726868,B
944,1.6626030383636612,A
945,0.6850893094978254,C
946,1.1433056247630606,A
947,-0.8610446107849465,C
948,-1.4048649509075,B
949,1.1118070560151192,C
950,-0.07958374182451086,A
951,0.6163758870702916,C
952,1.7326469988606346,A
953,1.4926814491118534,B
954,-0.8263183584248279,B
955,0.5028282313127549,C
956,1.2866177192205233,B
957,-0.21571706711796482,C
958,0.47679733997784585,B
959,0.6628536729607134,B
960,0.2350711984112404,C
961,-0.2506232898713463,B
962,1.8572236254960082,A
963,-1.2176216818187557,C
964,0.8894011902845105,C
965,0.5727291544899477,B
966,-0.47233648891981606,B
967,-1.625165707488992,B
968,-0.9859039938423193,A
969,-0.7661381125228036,B
970,0.19324758775869924,C
971,0.25214931371511706,B
972,0.8046508813983605,C
973,-0.8656400300677406,B
974,0.445506519882063,B
975,-0.496749841044167,A
976,-0.4307362676260562,A
977,-0.1268146898228397,B
978,1.5814610075362845,B
979,1.031890006372769,A
980,-0.15662501355762548,B
981,-0.3146819036473907,A
982,-0.8890656619623606,A
983,1.4355286466280828,B
984,0.007382244686326226,B
985,-0.15292941539337637,B
986,-0.10114023973572853,B
987,-1.472471077679514,A
988,0.3528442107918129,C
989,-0.5498089379420843,A
990,1.0170984608055857,B
991,0.06358095709598863,C
992,0.3304689291858965,A
993,0.36734993428149276,B
994,0.4224138522918185,A
995,0.6997090810358693,C
996,-0.8976687262252668,C
997,1.4750476860503159,A
998,-0.6520959130473853,C
999,1.2534573644359739,B
1000,2.5541483162665046,A
1001,1.5838291557162576,A
1002,1.0681882717532265,B
1003,-0.8137064436404633,B
1004,0.8329766492230644,B
1005,0.9628023546030161,A
1006,-0.5282791613158948,A
1007,0.038027160228302805,C
1008,0.016483608330018218,A
1009,0.029282404835690966,A
1010,-1.55862952775159,C
1011,0.0005082436523215139,A
1012,-1.4469950073162368,C
1013,0.5103254662867828,C
1014,0.4992122673411722,C
1015,2.636931199715262,B
1016,-0.16991687500991862,B
1017,-0.054067781669648,A
1018,-1.441118828497585,C
1019,-2.0377723187090164,B
1020,-0.851784294633144,A
1021,0.38834880358561014,C
1022,-1.0127621505197766,C
1023,-0.7039359546720041,B
1024,-1.4358196662942273,A
1025,-0.2835363079669276,B
1026,-1.3774371228060138,B
1027,0.12413416691237776,B
1028,1.5913829206873482,A
1029,-0.380288247181843,C
1030,1.212532590952814,C
1031,1.7467667882905804,C
1032,-0.05508427859408194,A
1033,0.4881740827143702,A
1034,-0.8135419138620194,B
1035,0.4186904089207316,A
1036,0.45380910291868287,C
1037,-1.8844141181821268,C
1038,-2.23250860514844,C
1039,-1.2358678198673965,B
1040,0.02783588375283643,B
1041,0.8226500684912839,C
